repo,agent,rel_path,skill_dir,yaml_name,size_lines,commit_hash,commit_date,commit_message,has_acf_cochange,total_cochanged,provenance_auto,provenance_lana,notes
trycompai/comp,OpenAI_Codex,.claude/skills/api-endpoint-contract/SKILL.md,.claude/skills,api-endpoint-contract,212,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
trycompai/comp,OpenAI_Codex,.claude/skills/audit-design-system/SKILL.md,.claude/skills,audit-design-system,24,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
trycompai/comp,OpenAI_Codex,.claude/skills/audit-hooks/SKILL.md,.claude/skills,audit-hooks,35,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
txtx/surfpool,Copilot,.claude/skills/surfpool-anchor-smoke/SKILL.md,.claude/skills,surfpool-anchor-smoke,89,8ea3ef58d652,5/13/2026,test: add surfpool-anchor-smoke skill and runner script for testing (#655),FALSE,2,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
ucbepic/docetl,Cursor,.claude/skills/docetl/SKILL.md,.claude/skills,docetl,777,9eee1a2553a4,12/27/2025,feat: add claude-code skill (#469),FALSE,10,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
useautumn/autumn,Cursor,.claude/skills/api-versioning/SKILL.md,.claude/skills,api-versioning,329,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
useautumn/autumn,Cursor,.claude/skills/billing/SKILL.md,.claude/skills,billing,295,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
useautumn/autumn,Cursor,.claude/skills/checkout/SKILL.md,.claude/skills,checkout,247,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
wei/socialify,OpenAI_Codex,.github/skills/add-icon/SKILL.md,.github/skills,add-icon,64,d428d6020cc7,1/13/2026,✨ Add add-icon AI skill documentation and PR title guidelines (#784),TRUE,4,from_acf_signal,from_acf,"ACF co-changed with skill introduction, suggesting ACF-derived or ACF-synchronized skill."
wei/socialify,OpenAI_Codex,.github/skills/frontend-design/SKILL.md,.github/skills,frontend-design,40,ddd28fcc5040,12/31/2025,⬆️ Upgrade Tailwind CSS and DaisyUI (#772),TRUE,41,marketplace_signal,marketplace,Known reusable skill name or OpenSpec skill pattern.
wei/socialify,OpenAI_Codex,.github/skills/upgrade-simple-icons/SKILL.md,.github/skills,upgrade-simple-icons,24,82318706ac78,12/31/2025,⬆️ Upgrade simple-icons to version 16.3.0 (#765),TRUE,7,marketplace_signal,from_acf,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
wheels-dev/wheels,Claude_Code,examples/tweet/.claude/skills/wheels-anti-pattern-detector/SKILL.md,.claude/skills,Wheels Anti-Pattern Detector,577,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
wheels-dev/wheels,Claude_Code,examples/tweet/.claude/skills/wheels-api-generator/SKILL.md,.claude/skills,Wheels API Generator,139,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
wheels-dev/wheels,Claude_Code,examples/tweet/.claude/skills/wheels-auth-generator/SKILL.md,.claude/skills,Wheels Auth Generator,107,cffd252f9c95,10/20/2025,Add comprehensive Claude Skills for AI-assisted Wheels development,FALSE,20,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
yamadashy/repomix,Devin,browser/.claude/skills/browser-extension-developer/SKILL.md,.claude/skills,browser-extension-developer,37,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
yamadashy/repomix,Devin,website/.claude/skills/website-maintainer/SKILL.md,.claude/skills,website-maintainer,41,c7ce35c06652,8/3/2025,refactor(agents): consolidate agent rules into streamlined specialized agents,FALSE,5,from_acf,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
yoshiko-pg/difit,Claude_Code,.claude/skills/difit-dev/SKILL.md,.claude/skills,difit-dev,65,6cbc8d3c35dc,2/16/2026,docs(skill): create difit-dev skill and agent config,FALSE,3,unknown,scratch,Commit message explicitly introduces or updates project-specific skill files.
yoshiko-pg/difit,Claude_Code,.claude/skills/difit-review/SKILL.md,.claude/skills,difit-review,55,6f8426f7fa2c,3/27/2026,Add difit-review skill for shared and local review workflows (#274),FALSE,15,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
yoshiko-pg/difit,Claude_Code,.codex/skills/difit-dev/SKILL.md,.codex/skills,difit-dev,65,6cbc8d3c35dc,2/16/2026,docs(skill): create difit-dev skill and agent config,FALSE,3,unknown,scratch,Commit message explicitly introduces or updates project-specific skill files.
yurkinh/Plugin.Maui.Calendar,Copilot,.claude/skills/maui-devflow-debug/SKILL.md,.claude/skills,maui-devflow-debug,97,c14c80c21525,5/6/2026,Integrated maui devflow,FALSE,15,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
yurkinh/Plugin.Maui.Calendar,Copilot,.claude/skills/maui-devflow-onboard/SKILL.md,.claude/skills,maui-devflow-onboard,141,c14c80c21525,5/6/2026,Integrated maui devflow,FALSE,15,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
yytypescript/book,OpenAI_Codex,.claude/skills/write-commit-for-pr/SKILL.md,.claude/skills,write-commit-for-pr,298,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
yytypescript/book,OpenAI_Codex,.claude/skills/write-release-note/SKILL.md,.claude/skills,write-release-note,251,71c26a23179f,1/13/2026,2026-01-13のリリースノートを追加しました。 (#1066),FALSE,4,unknown,scratch,Available metadata is insufficient to determine provenance confidently.
yytypescript/book,OpenAI_Codex,.codex/skills/write-commit-for-pr/SKILL.md,.codex/skills,write-commit-for-pr,298,889fb5f620b1,1/16/2026,PR・コミットメッセージを自動提案するCursorコマンドを追加しました。 (#1076),FALSE,1,scratch_likely,scratch,Automatic signal and commit metadata suggest project-specific creation.
zwave-js/zwave-js,Copilot,.claude/skills/implement-zwave-cc/SKILL.md,.claude/skills,implement-zwave-cc,486,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
zwave-js/zwave-js,Copilot,.claude/skills/integration-tests/SKILL.md,.claude/skills,integration-tests,437,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
